,0,0,,
104,lichen_104.scaffold_38.region001.gbk,0.013328258,TRUE,0
104,lichen_104.scaffold_40.region001.gbk,0.035178195,TRUE,0
104,lichen_104.scaffold_401.region001.gbk,0.075693124,TRUE,0
104,lichen_104.scaffold_46.region001.gbk,0.133459258,TRUE,0
104,lichen_104.scaffold_47.region001.gbk,0.095514851,TRUE,0
104,lichen_104.scaffold_497.region001.gbk,0.039178938,TRUE,0
104,lichen_104.scaffold_515.region001.gbk,0.012739374,TRUE,0
104,lichen_104.scaffold_593.region001.gbk,0.034359822,TRUE,0
104,lichen_104.scaffold_643.region001.gbk,0,TRUE,0
104,lichen_104.scaffold_65.region001.gbk,0.168316832,TRUE,0
104,lichen_104.scaffold_663.region001.gbk,0.032237924,TRUE,0
104,lichen_104.scaffold_726.region001.gbk,0.043478261,TRUE,0
104,lichen_104.scaffold_98.region001.gbk,0.041039408,TRUE,0
105,lichen_105.scaffold_122.region001.gbk,0.05686116,TRUE,0
105,lichen_105.scaffold_14.region001.gbk,0.087476558,TRUE,0
105,lichen_105.scaffold_150.region001.gbk,0.032915361,TRUE,0
105,lichen_105.scaffold_152.region001.gbk,0.025913796,TRUE,0
105,lichen_105.scaffold_20.region001.gbk,0.041509359,TRUE,0
105,lichen_105.scaffold_216.region001.gbk,0.021551724,TRUE,0
105,lichen_105.scaffold_22.region001.gbk,0.042625764,TRUE,0
105,lichen_105.scaffold_222.region001.gbk,0.02016129,TRUE,0
105,lichen_105.scaffold_225.region001.gbk,0.015929204,TRUE,0
105,lichen_105.scaffold_258.region001.gbk,0.010775862,TRUE,0
105,lichen_105.scaffold_27.region001.gbk,0.010906032,TRUE,0
105,lichen_105.scaffold_300.region001.gbk,0.005934274,TRUE,0
105,lichen_105.scaffold_309.region001.gbk,0.062890473,TRUE,0
105,lichen_105.scaffold_32.region001.gbk,0.066300438,TRUE,0
105,lichen_105.scaffold_375.region001.gbk,0.005934274,TRUE,0
105,lichen_105.scaffold_427.region001.gbk,0,TRUE,0
105,lichen_105.scaffold_52.region001.gbk,0.051830132,TRUE,0
105,lichen_105.scaffold_53.region001.gbk,0.028475712,TRUE,0
105,lichen_105.scaffold_534.region001.gbk,0.030852995,TRUE,0
105,lichen_105.scaffold_624.region001.gbk,0.190598608,TRUE,0
105,lichen_105.scaffold_63.region001.gbk,0.18806746,TRUE,0
105,lichen_105.scaffold_736.region001.gbk,0.032967033,TRUE,0
105,lichen_105.scaffold_74.region001.gbk,0.036619468,TRUE,0
105,lichen_105.scaffold_871.region001.gbk,0.102401713,TRUE,0
105,lichen_105.scaffold_922.region001.gbk,0.024313729,TRUE,0
105,lichen_105.scaffold_940.region001.gbk,0.080483847,TRUE,0
105,lichen_105.scaffold_96.region001.gbk,0.026412599,TRUE,0
106,lichen_106.scaffold_1142.region001.gbk,0.028405111,TRUE,0
106,lichen_106.scaffold_1168.region001.gbk,0.033333333,TRUE,0
106,lichen_106.scaffold_1241.region001.gbk,0,TRUE,0
106,lichen_106.scaffold_1406.region001.gbk,0.063670822,TRUE,0
106,lichen_106.scaffold_170.region001.gbk,0.05449746,TRUE,0
106,lichen_106.scaffold_19.region001.gbk,0.029962509,TRUE,0
106,lichen_106.scaffold_233.region001.gbk,0,TRUE,0
106,lichen_106.scaffold_274.region001.gbk,0,TRUE,0
106,lichen_106.scaffold_326.region001.gbk,0,TRUE,0
106,lichen_106.scaffold_363.region001.gbk,0,TRUE,0
106,lichen_106.scaffold_374.region001.gbk,0,TRUE,0
106,lichen_106.scaffold_375.region001.gbk,0.017805304,TRUE,0
106,lichen_106.scaffold_387.region001.gbk,0,TRUE,0
106,lichen_106.scaffold_48.region001.gbk,0.085470812,TRUE,0
106,lichen_106.scaffold_539.region001.gbk,0.012719097,TRUE,0
106,lichen_106.scaffold_641.region001.gbk,0,TRUE,0
106,lichen_106.scaffold_669.region001.gbk,1.11E-16,TRUE,0
106,lichen_106.scaffold_728.region001.gbk,2.22E-16,TRUE,0
106,lichen_106.scaffold_776.region001.gbk,0.003252033,TRUE,0
107,lichen_107.scaffold_1.region001.gbk,0.049460946,TRUE,0
107,lichen_107.scaffold_1081.region001.gbk,0.024617023,TRUE,0
107,lichen_107.scaffold_11.region001.gbk,0.018677204,TRUE,0
107,lichen_107.scaffold_127.region001.gbk,0.040590406,TRUE,0
107,lichen_107.scaffold_13.region001.gbk,0.041860051,TRUE,0
107,lichen_107.scaffold_1312.region001.gbk,0.044964119,TRUE,0
107,lichen_107.scaffold_1333.region001.gbk,0.015686275,TRUE,0
107,lichen_107.scaffold_1359.region001.gbk,0.02173913,TRUE,0
107,lichen_107.scaffold_1380.region001.gbk,0.194723768,TRUE,0
107,lichen_107.scaffold_1406.region001.gbk,0.043478261,TRUE,0
107,lichen_107.scaffold_1416.region001.gbk,0,TRUE,0
107,lichen_107.scaffold_1505.region001.gbk,0.026932734,TRUE,0
107,lichen_107.scaffold_16.region001.gbk,0.048472068,TRUE,0
107,lichen_107.scaffold_160.region001.gbk,0.014699023,TRUE,0
107,lichen_107.scaffold_181.region001.gbk,0.01734104,TRUE,0
107,lichen_107.scaffold_245.region001.gbk,0.01620052,TRUE,0
107,lichen_107.scaffold_259.region001.gbk,0.081718307,TRUE,0
107,lichen_107.scaffold_272.region001.gbk,0.041039408,TRUE,0
107,lichen_107.scaffold_30.region001.gbk,0.118734312,TRUE,0
107,lichen_107.scaffold_323.region001.gbk,0.023065127,TRUE,0
107,lichen_107.scaffold_333.region001.gbk,0.055970302,TRUE,0
107,lichen_107.scaffold_348.region001.gbk,0.002114165,TRUE,0
107,lichen_107.scaffold_360.region001.gbk,0.040586236,TRUE,0
107,lichen_107.scaffold_361.region001.gbk,0.041034293,TRUE,0
107,lichen_107.scaffold_368.region001.gbk,0.021163811,TRUE,0
107,lichen_107.scaffold_4.region001.gbk,0.005063324,TRUE,0
107,lichen_107.scaffold_458.region001.gbk,0.129242294,TRUE,0
107,lichen_107.scaffold_481.region001.gbk,0.022864061,TRUE,0
107,lichen_107.scaffold_510.region001.gbk,0.12031033,TRUE,0
107,lichen_107.scaffold_58.region001.gbk,0.121339863,TRUE,0
107,lichen_107.scaffold_593.region001.gbk,0.05634153,TRUE,0
107,lichen_107.scaffold_594.region001.gbk,0.150250431,TRUE,0
107,lichen_107.scaffold_613.region001.gbk,0.078791716,TRUE,0
107,lichen_107.scaffold_619.region001.gbk,0.06271777,TRUE,0
107,lichen_107.scaffold_62.region001.gbk,0.016927531,TRUE,0
107,lichen_107.scaffold_650.region001.gbk,0.10483871,TRUE,0
107,lichen_107.scaffold_670.region001.gbk,0,TRUE,0
107,lichen_107.scaffold_673.region001.gbk,0.03960396,TRUE,0
107,lichen_107.scaffold_74.region001.gbk,0.057214324,TRUE,0
107,lichen_107.scaffold_753.region001.gbk,0.059460057,TRUE,0
107,lichen_107.scaffold_774.region001.gbk,0,TRUE,0
107,lichen_107.scaffold_79.region001.gbk,0.014761827,TRUE,0
107,lichen_107.scaffold_799.region001.gbk,0.043478261,TRUE,0
107,lichen_107.scaffold_8.region001.gbk,0.042868354,TRUE,0
107,lichen_107.scaffold_87.region001.gbk,0.031989141,TRUE,0
107,lichen_107.scaffold_888.region001.gbk,0.038461538,TRUE,0
107,lichen_107.scaffold_9.region001.gbk,0.032460961,TRUE,0
107,lichen_107.scaffold_91.region001.gbk,0.047507915,TRUE,0
108,lichen_108.c00002_NODE_2_...region001.gbk,0.035660414,TRUE,0
108,lichen_108.c00004_NODE_4_...region001.gbk,0.006269654,TRUE,0
108,lichen_108.c00009_NODE_9_...region001.gbk,0.053586282,TRUE,0
108,lichen_108.c00025_NODE_25...region001.gbk,0.068553516,TRUE,0
108,lichen_108.c00077_NODE_77...region001.gbk,0.02173913,TRUE,0
108,lichen_108.c00139_NODE_13...region001.gbk,0.006305595,TRUE,0
11,lichen_11.scaffold_1.region001.gbk,0.010471493,TRUE,0
11,lichen_11.scaffold_1053.region001.gbk,0.263506238,TRUE,1
11,lichen_11.scaffold_1056.region001.gbk,0,TRUE,0
11,lichen_11.scaffold_1099.region001.gbk,0,TRUE,0
11,lichen_11.scaffold_111.region001.gbk,0.256555151,TRUE,1
11,lichen_11.scaffold_121.region001.gbk,0.04643609,TRUE,0
11,lichen_11.scaffold_1253.region001.gbk,0.099083377,TRUE,0
11,lichen_11.scaffold_1279.region001.gbk,0.210540349,TRUE,1
11,lichen_11.scaffold_1338.region001.gbk,0.076715795,TRUE,0
11,lichen_11.scaffold_135.region001.gbk,0.027599776,TRUE,0
11,lichen_11.scaffold_1363.region001.gbk,0.115515447,TRUE,0
11,lichen_11.scaffold_1578.region001.gbk,0.054421769,TRUE,0
11,lichen_11.scaffold_1588.region001.gbk,0.034520519,TRUE,0
11,lichen_11.scaffold_1629.region001.gbk,0.035020375,TRUE,0
11,lichen_11.scaffold_1675.region001.gbk,0.078726906,TRUE,0
11,lichen_11.scaffold_1712.region001.gbk,0.045593855,TRUE,0
11,lichen_11.scaffold_1840.region001.gbk,0.063692353,TRUE,0
11,lichen_11.scaffold_1900.region001.gbk,0,TRUE,0
11,lichen_11.scaffold_192.region001.gbk,0.076923077,TRUE,0
11,lichen_11.scaffold_203.region001.gbk,0.016933463,TRUE,0
11,lichen_11.scaffold_206.region001.gbk,0.005633848,TRUE,0
11,lichen_11.scaffold_2064.region001.gbk,0.020833333,TRUE,0
11,lichen_11.scaffold_2129.region001.gbk,0.0325,TRUE,0
11,lichen_11.scaffold_2170.region001.gbk,0.024507358,TRUE,0
11,lichen_11.scaffold_2182.region001.gbk,0.043478261,TRUE,0
11,lichen_11.scaffold_2254.region001.gbk,0.102269281,TRUE,0
11,lichen_11.scaffold_2423.region001.gbk,0.02173913,TRUE,0
11,lichen_11.scaffold_2452.region001.gbk,0.014644351,TRUE,0
11,lichen_11.scaffold_2485.region001.gbk,0.113832267,TRUE,0
11,lichen_11.scaffold_251.region001.gbk,0.014519056,TRUE,0
11,lichen_11.scaffold_26.region001.gbk,0.042265926,TRUE,0
11,lichen_11.scaffold_292.region001.gbk,0.00212766,TRUE,0
11,lichen_11.scaffold_303.region001.gbk,0.021194605,TRUE,0
11,lichen_11.scaffold_430.region001.gbk,0.0372965,TRUE,0
11,lichen_11.scaffold_5.region001.gbk,0.058470962,TRUE,0
11,lichen_11.scaffold_610.region001.gbk,0.060680972,TRUE,0
11,lichen_11.scaffold_630.region001.gbk,0.01622614,TRUE,0
11,lichen_11.scaffold_697.region001.gbk,0.020533881,TRUE,0
11,lichen_11.scaffold_712.region001.gbk,0.027662261,TRUE,0
11,lichen_11.scaffold_726.region001.gbk,0.082035091,TRUE,0
11,lichen_11.scaffold_741.region001.gbk,0.018163786,TRUE,0
11,lichen_11.scaffold_756.region001.gbk,0.059460057,TRUE,0
11,lichen_11.scaffold_780.region001.gbk,0.006779739,TRUE,0
11,lichen_11.scaffold_795.region001.gbk,0.02016129,TRUE,0
11,lichen_11.scaffold_81.region001.gbk,0.033465582,TRUE,0
11,lichen_11.scaffold_821.region001.gbk,0.034305317,TRUE,0
11,lichen_11.scaffold_868.region001.gbk,0,TRUE,0
11,lichen_11.scaffold_880.region001.gbk,0.054111062,TRUE,0
110,lichen_110.scaffold_11.region001.gbk,0.020072419,TRUE,0
110,lichen_110.scaffold_12.region001.gbk,0.032168291,TRUE,0
110,lichen_110.scaffold_124.region001.gbk,0.037755643,TRUE,0
110,lichen_110.scaffold_128.region001.gbk,0.034146341,TRUE,0
110,lichen_110.scaffold_129.region001.gbk,0.023193215,TRUE,0
110,lichen_110.scaffold_13.region001.gbk,0.015528455,TRUE,0
110,lichen_110.scaffold_131.region001.gbk,0.039161618,TRUE,0
110,lichen_110.scaffold_144.region001.gbk,0,TRUE,0
110,lichen_110.scaffold_15.region001.gbk,0.053442288,TRUE,0
110,lichen_110.scaffold_186.region001.gbk,0,TRUE,0
110,lichen_110.scaffold_187.region001.gbk,0.012931034,TRUE,0
110,lichen_110.scaffold_192.region001.gbk,0.039567708,TRUE,0
110,lichen_110.scaffold_2.region001.gbk,0.011111111,TRUE,0
110,lichen_110.scaffold_23.region001.gbk,0.034303675,TRUE,0
110,lichen_110.scaffold_253.region001.gbk,0.034263227,TRUE,0
110,lichen_110.scaffold_270.region001.gbk,0.004237307,TRUE,0
110,lichen_110.scaffold_319.region001.gbk,0.153402418,TRUE,0
110,lichen_110.scaffold_40.region001.gbk,0.045979673,TRUE,0
110,lichen_110.scaffold_462.region001.gbk,0.079446992,TRUE,0
110,lichen_110.scaffold_5.region001.gbk,0.014118356,TRUE,0
110,lichen_110.scaffold_61.region001.gbk,0.061427381,TRUE,0
110,lichen_110.scaffold_62.region001.gbk,0.024794538,TRUE,0
110,lichen_110.scaffold_63.region001.gbk,0.046809775,TRUE,0
110,lichen_110.scaffold_642.region001.gbk,0,TRUE,0
110,lichen_110.scaffold_77.region001.gbk,0.005221968,TRUE,0
110,lichen_110.scaffold_79.region001.gbk,0.005198419,TRUE,0
110,lichen_110.scaffold_86.region001.gbk,0.055540311,TRUE,0
110,lichen_110.scaffold_9.region001.gbk,0.030407975,TRUE,0
110,lichen_110.scaffold_93.region001.gbk,0.164995089,TRUE,0
112,lichen_112.scaffold_1.region001.gbk,0.065797069,TRUE,0
112,lichen_112.scaffold_1035.region001.gbk,0.060147629,TRUE,0
112,lichen_112.scaffold_1078.region001.gbk,0.054439793,TRUE,0
112,lichen_112.scaffold_11.region001.gbk,0.02765513,TRUE,0
112,lichen_112.scaffold_1175.region001.gbk,0.057971014,TRUE,0
112,lichen_112.scaffold_1182.region001.gbk,0.013153021,TRUE,0
112,lichen_112.scaffold_12.region001.gbk,0.040583874,TRUE,0
112,lichen_112.scaffold_1231.region001.gbk,0.178110708,TRUE,0
112,lichen_112.scaffold_1438.region001.gbk,0.025462963,TRUE,0
112,lichen_112.scaffold_1579.region001.gbk,0,TRUE,0
112,lichen_112.scaffold_185.region001.gbk,0,TRUE,0
112,lichen_112.scaffold_24.region001.gbk,0.197130893,TRUE,0
112,lichen_112.scaffold_29.region001.gbk,0.048091899,TRUE,0
112,lichen_112.scaffold_3.region001.gbk,0,TRUE,0
112,lichen_112.scaffold_330.region001.gbk,0.021775544,TRUE,0
112,lichen_112.scaffold_334.region001.gbk,0.012543052,TRUE,0
112,lichen_112.scaffold_355.region001.gbk,0.015414258,TRUE,0
112,lichen_112.scaffold_36.region001.gbk,0.006305595,TRUE,0
112,lichen_112.scaffold_368.region001.gbk,1.11E-16,TRUE,0
112,lichen_112.scaffold_4.region001.gbk,0.025536131,TRUE,0
112,lichen_112.scaffold_409.region001.gbk,0.022544119,TRUE,0
112,lichen_112.scaffold_432.region001.gbk,0.038416829,TRUE,0
112,lichen_112.scaffold_489.region001.gbk,0.01734104,TRUE,0
112,lichen_112.scaffold_5.region001.gbk,0.13740458,TRUE,0
112,lichen_112.scaffold_522.region001.gbk,0.044830052,TRUE,0
112,lichen_112.scaffold_532.region001.gbk,0.011382657,TRUE,0
112,lichen_112.scaffold_6.region001.gbk,0.122941981,TRUE,0
112,lichen_112.scaffold_740.region001.gbk,0.044871795,TRUE,0
112,lichen_112.scaffold_745.region001.gbk,0.031111111,TRUE,0
112,lichen_112.scaffold_869.region001.gbk,0,TRUE,0
112,lichen_112.scaffold_906.region001.gbk,0,TRUE,0
113,lichen_113.scaffold_1014.region001.gbk,0.033333333,TRUE,0
113,lichen_113.scaffold_1080.region001.gbk,0.133404655,TRUE,0
113,lichen_113.scaffold_113.region001.gbk,0.249798329,TRUE,1
113,lichen_113.scaffold_1198.region001.gbk,0.01980198,TRUE,0
113,lichen_113.scaffold_12.region001.gbk,0.009216787,TRUE,0
113,lichen_113.scaffold_121.region001.gbk,0,TRUE,0
113,lichen_113.scaffold_1211.region001.gbk,0.014492754,TRUE,0
113,lichen_113.scaffold_126.region001.gbk,0.037521786,TRUE,0
113,lichen_113.scaffold_1295.region001.gbk,0.028472288,TRUE,0
113,lichen_113.scaffold_137.region001.gbk,0.073880155,TRUE,0
113,lichen_113.scaffold_1375.region001.gbk,0.262790219,TRUE,1
113,lichen_113.scaffold_14.region001.gbk,0.022556391,TRUE,0
113,lichen_113.scaffold_1441.region001.gbk,0,TRUE,0
113,lichen_113.scaffold_151.region001.gbk,0.065548706,TRUE,0
113,lichen_113.scaffold_165.region001.gbk,0.23410694,TRUE,1
113,lichen_113.scaffold_169.region001.gbk,0.195602186,TRUE,0
113,lichen_113.scaffold_171.region001.gbk,0.053350396,TRUE,0
113,lichen_113.scaffold_18.region001.gbk,0.030102829,TRUE,0
113,lichen_113.scaffold_2.region001.gbk,0.090567392,TRUE,0
113,lichen_113.scaffold_22.region001.gbk,0.087258324,TRUE,0
113,lichen_113.scaffold_226.region001.gbk,0.027997183,TRUE,0
113,lichen_113.scaffold_233.region001.gbk,0.092921889,TRUE,0
113,lichen_113.scaffold_3.region001.gbk,0.073715856,TRUE,0
113,lichen_113.scaffold_30.region001.gbk,0.039750172,TRUE,0
113,lichen_113.scaffold_367.region001.gbk,0.017241379,TRUE,0
113,lichen_113.scaffold_388.region001.gbk,0.017172317,TRUE,0
113,lichen_113.scaffold_39.region001.gbk,0.064172738,TRUE,0
113,lichen_113.scaffold_392.region001.gbk,0.013937282,TRUE,0
113,lichen_113.scaffold_409.region001.gbk,0.064421605,TRUE,0
113,lichen_113.scaffold_410.region001.gbk,0.128585694,TRUE,0
113,lichen_113.scaffold_467.region001.gbk,0.0478392,TRUE,0
113,lichen_113.scaffold_492.region001.gbk,0.017350035,TRUE,0
113,lichen_113.scaffold_493.region001.gbk,0.032520325,TRUE,0
113,lichen_113.scaffold_501.region001.gbk,0,TRUE,0
113,lichen_113.scaffold_51.region001.gbk,0.025280899,TRUE,0
113,lichen_113.scaffold_521.region001.gbk,0.149158285,TRUE,0
113,lichen_113.scaffold_53.region001.gbk,0.022825842,TRUE,0
113,lichen_113.scaffold_534.region001.gbk,0.100774042,TRUE,0
113,lichen_113.scaffold_537.region001.gbk,0.038834951,TRUE,0
113,lichen_113.scaffold_545.region001.gbk,0.02601626,TRUE,0
113,lichen_113.scaffold_56.region001.gbk,0.011257036,TRUE,0
113,lichen_113.scaffold_580.region001.gbk,0.027131783,TRUE,0
113,lichen_113.scaffold_63.region001.gbk,0.074292477,TRUE,0
113,lichen_113.scaffold_645.region001.gbk,0.00422833,TRUE,0
113,lichen_113.scaffold_697.region001.gbk,0.021276596,TRUE,0
113,lichen_113.scaffold_727.region001.gbk,0,TRUE,0
113,lichen_113.scaffold_733.region001.gbk,0.108695652,TRUE,0
113,lichen_113.scaffold_74.region001.gbk,0.056305101,TRUE,0
113,lichen_113.scaffold_787.region001.gbk,0,TRUE,0
113,lichen_113.scaffold_793.region001.gbk,0.040676427,TRUE,0
113,lichen_113.scaffold_81.region001.gbk,0.081818182,TRUE,0
114,lichen_114.scaffold_10.region001.gbk,0.060682635,TRUE,0
114,lichen_114.scaffold_1064.region001.gbk,0.072975189,TRUE,0
114,lichen_114.scaffold_143.region001.gbk,0.004950495,TRUE,0
114,lichen_114.scaffold_153.region001.gbk,0.118700738,TRUE,0
114,lichen_114.scaffold_16.region001.gbk,0.066341815,TRUE,0
114,lichen_114.scaffold_179.region001.gbk,0.059286028,TRUE,0
114,lichen_114.scaffold_18.region001.gbk,0.050235293,TRUE,0
114,lichen_114.scaffold_180.region001.gbk,0.11498518,TRUE,0
114,lichen_114.scaffold_20.region001.gbk,0.081402687,TRUE,0
114,lichen_114.scaffold_204.region001.gbk,0.014705882,TRUE,0
114,lichen_114.scaffold_213.region001.gbk,0.1172219,TRUE,0
114,lichen_114.scaffold_234.region001.gbk,0.193548387,TRUE,0
114,lichen_114.scaffold_242.region001.gbk,0.116547791,TRUE,0
114,lichen_114.scaffold_256.region001.gbk,0.002028398,TRUE,0
114,lichen_114.scaffold_302.region001.gbk,0.109277445,TRUE,0
114,lichen_114.scaffold_303.region001.gbk,0.161856089,TRUE,0
