Accession,Hit,Score,Database,Assembly
BO99DRAFT_438924,PAXM_swissprot,480.7,5,GCA_003184705
BO99DRAFT_328167,PAXG_swissprot,511.8,5,GCA_003184705
BO99DRAFT_445585,PAXB_swissprot,384.3,5,GCA_003184705
BO99DRAFT_345522,PAXB_swissprot,302.4,5,GCA_003184705
G6F18_011237,PAXG_swissprot,473.3,5,GCA_011801505
G6F18_011816,PAXG_swissprot,458.3,5,GCA_011801505
BDU57DRAFT_510136,PAXG_swissprot,467.6,5,GCA_010094095
F5X97DRAFT_293984,PAXG_swissprot,527.0,5,GCA_022578855
F5X97DRAFT_307067,PAXG_swissprot,477.5,5,GCA_022578855
CBS147337_2695,PAXC_swissprot,608.2,5,GCA_022829115
CBS147337_5150,PAXM_swissprot,711.0,5,GCA_022829115
CBS147337_2693,PAXM_swissprot,648.0,5,GCA_022829115
CBS147337_2692,PAXG_swissprot,518.4,5,GCA_022829115
CBS147337_1568,PAXG_swissprot,502.5,5,GCA_022829115
CBS147337_2694,PAXB_swissprot,396.1,5,GCA_022829115
HBI74_079870,PAXG_swissprot,470.5,5,GCA_020573325
DH86_00003119,PAXG_swissprot,535.5,5,GCA_000743665
AJ79_06575,PAXG_swissprot,512.5,5,GCA_002573585
ABL_01219,PAXC_swissprot,569.6,5,GCA_001515345
ABL_04803,PAXC_swissprot,554.7,5,GCA_001515345
ABL_04802,PAXM_swissprot,652.8,5,GCA_001515345
ABL_09676,PAXM_swissprot,505.3,5,GCA_001515345
ABL_01220,PAXG_swissprot,519.6,5,GCA_001515345
ABL_04487,PAXG_swissprot,516.5,5,GCA_001515345
AtubIFM57143_001470,PAXC_swissprot,569.6,5,GCA_027923665
AtubIFM57143_007972,PAXC_swissprot,559.5,5,GCA_027923665
AtubIFM57143_007974,PAXM_swissprot,669.2,5,GCA_027923665
AtubIFM57143_008515,PAXM_swissprot,505.3,5,GCA_027923665
AtubIFM57143_001469,PAXG_swissprot,519.6,5,GCA_027923665
AtubIFM57143_002363,PAXG_swissprot,516.5,5,GCA_027923665
EDB80DRAFT_681564,PAXG_swissprot,538.7,5,GCA_020740775
BBO_06778,PAXG_swissprot,510.3,5,GCA_001636735
BBO_09445,PAXG_swissprot,458.2,5,GCA_001636735
HBI21_083360,PAXG_swissprot,470.5,5,GCA_020575775
LCP9604111_1715,PAXC_swissprot,615.8,5,GCA_015533775
LCP9604111_4458,PAXM_swissprot,711.0,5,GCA_015533775
LCP9604111_1717,PAXM_swissprot,647.3,5,GCA_015533775
LCP9604111_1718,PAXG_swissprot,518.4,5,GCA_015533775
LCP9604111_2012,PAXG_swissprot,502.5,5,GCA_015533775
LCP9604111_1716,PAXB_swissprot,398.0,5,GCA_015533775
F5Y07DRAFT_97163,PAXG_swissprot,519.5,5,GCA_022578765
F5Y07DRAFT_368219,PAXG_swissprot,486.1,5,GCA_022578765
AYO22_04473,PAXG_swissprot,516.4,5,GCA_001646985
COH21_006684,PAXC_swissprot,612.0,5,GCA_002443215
COH21_006683,PAXM_swissprot,692.8,5,GCA_002443215
COH21_009569,PAXM_swissprot,613.3,5,GCA_002443215
COH21_012438,PAXM_swissprot,506.3,5,GCA_002443215
COH21_006685,PAXG_swissprot,544.4,5,GCA_002443215
COH21_002656,PAXG_swissprot,515.3,5,GCA_002443215
COH21_007416,PAXG_swissprot,493.3,5,GCA_002443215
COH21_000372,PAXG_swissprot,484.8,5,GCA_002443215
COH21_011639,PAXB_swissprot,427.8,5,GCA_002443215
DCS_01698,PAXM_swissprot,490.9,5,GCA_001625195
DCS_01580,PAXG_swissprot,516.3,5,GCA_001625195
DCS_01699,PAXB_swissprot,371.3,5,GCA_001625195
H112_04136,PAXG_swissprot,500.6,5,GCA_000622995
J4E80_001264,PAXG_swissprot,468.2,5,GCA_023758005
HRR78_008324,PAXG_swissprot,513.3,5,GCA_028023995
FCIRC_1170,PAXG_swissprot,536.6,5,GCA_013396185
LPJ81_004236,PAXG_swissprot,428.6,5,GCA_027575815
D6D00_08681,PAXG_swissprot,513.7,5,GCA_004917495
MMC13_006450,PAXM_swissprot,656.6,5,GCA_022814265
MMC13_003048,PAXG_swissprot,520.7,5,GCA_022814265
MMC13_006451,PAXB_swissprot,292.0,5,GCA_022814265
B0T11DRAFT_324048,PAXG_swissprot,499.8,5,GCA_020746995
KC354_g14828,PAXG_swissprot,455.2,5,GCA_024761555
KC354_g15153,PAXG_swissprot,446.0,5,GCA_024761555
E4U46_006123,PAXM_swissprot,572.4,5,GCA_018360865
E4U46_002829,PAXG_swissprot,515.6,5,GCA_018360865
E4U46_006120,PAXB_swissprot,353.6,5,GCA_018360865
EV181_001403,PAXG_swissprot,430.4,5,GCA_027577575
GGI04_003642,PAXG_swissprot,421.7,5,GCA_027577055
LOZ54_003586,PAXM_swissprot,529.0,5,GCA_022830185
LOZ54_004729,PAXG_swissprot,511.4,5,GCA_022830185
TrAtP1_006784,PAXG_swissprot,519.2,5,GCA_020647795
BP5796_10930,PAXG_swissprot,526.6,26,GCA_003369635
MMC17_004928,PAXG_swissprot,527.0,26,GCA_022813805
HBH64_044420,PAXG_swissprot,470.5,26,GCA_020572075
MMC09_005476,PAXM_swissprot,616.7,26,GCA_022814255
MMC09_004515,PAXG_swissprot,527.2,26,GCA_022814255
MMC09_005477,PAXG_swissprot,480.5,26,GCA_022814255
MMC09_005478,PAXB_swissprot,373.8,26,GCA_022814255
MELLADRAFT_47465,PAXG_swissprot,423.8,26,GCA_000204055
FlMFG217701_00011326,PAXG_swissprot,538.0,26,GCA_022180325
KCU76_g19127,PAXG_swissprot,516.8,26,GCA_019924195
KCU76_g19130,PAXG_swissprot,514.5,26,GCA_019924195
LARI1_G001161,PAXG_swissprot,533.3,26,GCA_007821475
RhiirC2_779996,PAXG_swissprot,479.9,26,GCA_001593155
BGX30_001805,PAXG_swissprot,457.8,26,GCA_015502485
KXW87_007079,PAXM_swissprot,636.3,26,GCA_020500945
KXW87_002635,PAXM_swissprot,610.2,26,GCA_020500945
KXW87_003403,PAXM_swissprot,600.5,26,GCA_020500945
KXW87_003405,PAXG_swissprot,539.2,26,GCA_020500945
KXW87_005063,PAXG_swissprot,511.8,26,GCA_020500945
KXW87_007078,PAXB_swissprot,297.9,26,GCA_020500945
E4U31_006084,PAXM_swissprot,560.2,26,GCA_018360595
E4U31_000117,PAXG_swissprot,515.3,26,GCA_018360595
E4U31_006081,PAXB_swissprot,343.8,26,GCA_018360595
E4U31_004083,PAXB_swissprot,331.8,26,GCA_018360595
KCU60_g14687,PAXG_swissprot,514.5,26,GCA_019924655
KCU84_g9234,PAXG_swissprot,515.0,26,GCA_019924905
KCU84_g23783,PAXG_swissprot,419.5,26,GCA_019924905
LOY97_002645,PAXM_swissprot,526.9,26,GCA_022832145
LOY97_006221,PAXG_swissprot,511.4,26,GCA_022832145
HBI53_117410,PAXG_swissprot,470.5,26,GCA_020579845
LOZ56_003355,PAXM_swissprot,528.6,26,GCA_022829945
LOZ56_006626,PAXG_swissprot,511.4,26,GCA_022829945
BX661DRAFT_186058,PAXG_swissprot,414.9,26,GCA_025024165
GLRG_03419,PAXG_swissprot,529.5,26,GCA_000149035
PtrEW13061_000426,PAXG_swissprot,468.2,26,GCA_022788505
F5B20DRAFT_561076,PAXC_swissprot,534.7,26,GCA_022497155
F5B20DRAFT_569245,PAXM_swissprot,568.2,26,GCA_022497155
F5B20DRAFT_59986,PAXG_swissprot,537.3,26,GCA_022497155
F5B20DRAFT_587788,PAXB_swissprot,369.0,26,GCA_022497155
AU210_007837,PAXG_swissprot,539.2,26,GCA_001702695
GQ53DRAFT_884318,PAXM_swissprot,488.2,26,GCA_021432635
GQ53DRAFT_884321,PAXG_swissprot,525.7,26,GCA_021432635
GQ53DRAFT_737782,PAXG_swissprot,520.7,26,GCA_021432635
GQ53DRAFT_637206,PAXB_swissprot,349.6,26,GCA_021432635
G6F18_011237,PAXG_swissprot,473.3,26,GCA_011801505
G6F18_011816,PAXG_swissprot,458.3,26,GCA_011801505
E0Z10_g9562,PAXG_swissprot,519.6,26,GCA_004768795
E0Z10_g1663,PAXG_swissprot,475.2,26,GCA_004768795
NW767_002839,PAXG_swissprot,540.6,26,GCA_027945495
FCOIX_2122,PAXG_swissprot,536.8,26,GCA_013781345
DL768_007063,PAXG_swissprot,521.4,26,GCA_004155945
DL95DRAFT_472486,PAXM_swissprot,477.8,26,GCA_021432625
DL95DRAFT_426062,PAXG_swissprot,517.5,26,GCA_021432625
M1821_006338,PAXG_swissprot,515.8,26,GCA_026023875
M1821_005809,PAXG_swissprot,494.7,26,GCA_026023875
TPAR_03749,PAXM_swissprot,655.9,26,GCA_002916505
TPAR_08124,PAXM_swissprot,552.8,26,GCA_002916505
TPAR_03746,PAXG_swissprot,546.0,26,GCA_002916505
TPAR_05168,PAXG_swissprot,514.1,26,GCA_002916505
TPAR_03748,PAXB_swissprot,436.5,26,GCA_002916505
TPAR_08121,PAXB_swissprot,366.9,26,GCA_002916505
GGI25_001912,PAXG_swissprot,424.8,26,GCA_027578975
E4U11_001785,PAXM_swissprot,571.8,26,GCA_018360535
E4U11_003383,PAXG_swissprot,515.5,26,GCA_018360535
E4U11_001782,PAXB_swissprot,350.4,26,GCA_018360535
ColTof3_08024,PAXG_swissprot,529.5,26,GCA_022836555
EDB80DRAFT_681564,PAXG_swissprot,538.7,26,GCA_020740775
KXW23_002661,PAXM_swissprot,646.5,26,GCA_020503085
KXW23_007800,PAXM_swissprot,610.4,26,GCA_020503085
KXW23_002659,PAXG_swissprot,539.2,26,GCA_020503085
KXW23_005131,PAXG_swissprot,511.8,26,GCA_020503085
KXW23_006220,PAXB_swissprot,297.9,26,GCA_020503085
LOZ60_004208,PAXM_swissprot,526.9,26,GCA_022829995
LOZ60_006709,PAXG_swissprot,511.4,26,GCA_022829995
BM221_007814,PAXG_swissprot,510.9,26,GCA_002871155
EYB26_002933,PAXG_swissprot,524.0,26,GCA_009556855
EYB26_009324,PAXG_swissprot,504.2,26,GCA_009556855
KXV46_008502,PAXM_swissprot,637.8,26,GCA_020500475
KXV46_001060,PAXM_swissprot,610.2,26,GCA_020500475
KXV46_009383,PAXM_swissprot,600.5,26,GCA_020500475
KXV46_009385,PAXG_swissprot,539.2,26,GCA_020500475
KXV46_008850,PAXG_swissprot,511.8,26,GCA_020500475
KXV46_008503,PAXB_swissprot,293.7,26,GCA_020500475
BO71DRAFT_456637,PAXC_swissprot,562.3,26,GCA_003184645
BO71DRAFT_456636,PAXM_swissprot,676.7,26,GCA_003184645
BO71DRAFT_392985,PAXM_swissprot,495.2,26,GCA_003184645
BO71DRAFT_395201,PAXG_swissprot,509.0,26,GCA_003184645
BO71DRAFT_329378,PAXB_swissprot,323.8,26,GCA_003184645
AnigIFM50267_006148,PAXC_swissprot,575.2,26,GCA_027923745
AnigIFM50267_003511,PAXC_swissprot,562.9,26,GCA_027923745
AnigIFM50267_003509,PAXM_swissprot,630.8,26,GCA_027923745
AnigIFM50267_006147,PAXG_swissprot,541.3,26,GCA_027923745
AnigIFM50267_004476,PAXG_swissprot,514.6,26,GCA_027923745
AnigIFM50267_003510,PAXB_swissprot,268.7,26,GCA_027923745
F5883DRAFT_646965,PAXM_swissprot,568.8,26,GCA_021399435
F5883DRAFT_604041,PAXG_swissprot,471.2,26,GCA_021399435
F5883DRAFT_654102,PAXG_swissprot,439.8,26,GCA_021399435
F5883DRAFT_124435,PAXB_swissprot,371.3,26,GCA_021399435
PCG10_003969,PAXC_swissprot,658.4,26,GCA_014621375
PCG10_003967,PAXM_swissprot,503.6,26,GCA_014621375
PCG10_000779,PAXG_swissprot,501.2,26,GCA_014621375
PCG10_003968,PAXB_swissprot,447.8,26,GCA_014621375
Asppvi_009818,PAXM_swissprot,649.4,26,GCA_018340605
Asppvi_009816,PAXG_swissprot,544.6,26,GCA_018340605
Asppvi_002547,PAXG_swissprot,513.4,26,GCA_018340605
J4E86_002363,PAXG_swissprot,467.1,26,GCA_024043155
KXV19_008773,PAXM_swissprot,610.2,26,GCA_020503185
KXV19_004151,PAXM_swissprot,599.6,26,GCA_020503185
KXV19_005556,PAXG_swissprot,539.3,26,GCA_020503185
KXV19_004558,PAXG_swissprot,511.8,26,GCA_020503185
KXV19_007722,PAXB_swissprot,297.9,26,GCA_020503185
HYE68_002699,PAXM_swissprot,612.6,26,GCA_016952305
HYE68_002694,PAXG_swissprot,543.5,26,GCA_016952305
HYE68_008269,PAXG_swissprot,536.3,26,GCA_016952305
HYE68_002698,PAXB_swissprot,354.0,26,GCA_016952305
PV07_04647,PAXG_swissprot,510.0,26,GCA_000835495
AYO21_07744,PAXG_swissprot,510.8,26,GCA_001642475
LAJ45_09896,PAXM_swissprot,575.9,26,GCA_003444635
LAJ45_07793,PAXM_swissprot,533.3,26,GCA_003444635
LAJ45_10994,PAXG_swissprot,491.6,26,GCA_003444635
HBI37_081670,PAXG_swissprot,470.5,26,GCA_020580415
DFQ27_002833,PAXG_swissprot,418.5,26,GCA_016098155
LQ349_000217,PAXG_swissprot,493.9,26,GCA_023646375
PtB15_4B247,PAXG_swissprot,436.2,26,GCA_026914245
BC833DRAFT_541290,PAXG_swissprot,413.6,26,GCA_025399215
I303_04090,PAXG_swissprot,411.9,26,GCA_000512565
LOY94_004300,PAXM_swissprot,528.6,26,GCA_022831615
LOY94_006707,PAXG_swissprot,511.4,26,GCA_022831615
VFPPC_09603,PAXG_swissprot,532.8,26,GCA_001653235
VFPPC_02216,PAXG_swissprot,494.1,26,GCA_001653235
H634G_09741,PAXM_swissprot,608.2,26,GCA_000426965
H634G_08383,PAXG_swissprot,548.1,26,GCA_000426965
H634G_10082,PAXG_swissprot,532.9,26,GCA_000426965
H634G_08714,PAXG_swissprot,524.7,26,GCA_000426965
H634G_08384,PAXB_swissprot,437.5,26,GCA_000426965
H634G_10081,PAXB_swissprot,384.6,26,GCA_000426965
COCMIDRAFT_77260,PAXM_swissprot,576.1,26,GCA_000523455
COCMIDRAFT_93248,PAXG_swissprot,465.4,26,GCA_000523455
KC368_g16978,PAXG_swissprot,455.0,26,GCA_024761695
LQ339_006293,PAXG_swissprot,492.8,26,GCA_023645845
M378DRAFT_165947,PAXG_swissprot,414.6,26,GCA_000827485
G6F54_009694,PAXG_swissprot,472.4,26,GCA_011763695
G6F54_006794,PAXG_swissprot,454.1,26,GCA_011763695
KXW78_004101,PAXM_swissprot,646.1,26,GCA_020502575
KXW78_001860,PAXM_swissprot,610.4,26,GCA_020502575
KXW78_005746,PAXG_swissprot,537.1,26,GCA_020502575
KXW78_001639,PAXG_swissprot,511.8,26,GCA_020502575
KXW78_008047,PAXB_swissprot,297.9,26,GCA_020502575
CHRIB12_LOCUS3151,PAXG_swissprot,479.9,26,GCA_903470525
E4U16_002006,PAXM_swissprot,569.8,26,GCA_018360345
E4U16_005725,PAXG_swissprot,514.5,26,GCA_018360345
E4U16_002009,PAXB_swissprot,355.8,26,GCA_018360345
CBER1_00732,PAXG_swissprot,503.3,26,GCA_002933655
D6C93_01523,PAXG_swissprot,513.7,26,GCA_004917705
HYFRA_00003240,PAXG_swissprot,525.2,51,GCA_911649665
I7I51_08895,PAXG_swissprot,505.7,51,GCA_017310585
DFJ73DRAFT_829351,PAXG_swissprot,426.3,51,GCA_025765615
EAE96_007241,PAXM_swissprot,481.1,51,GCA_014898285
EAE96_006474,PAXG_swissprot,536.1,51,GCA_014898285
BGX38DRAFT_1250285,PAXG_swissprot,470.9,51,GCA_015179025
F4820DRAFT_239282,PAXG_swissprot,532.4,51,GCA_022578595
ESCO_005797,PAXM_swissprot,539.2,51,GCA_001278495
